time,elevation,azimuth,dni,dhi,ghi,planar_tilt_1,planar_tilt_2,planar_tilt_3,planar_tilt_4,planar_tilt_5,planar_tilt_6,is_crop_1_shadowed,is_crop_2_shadowed,is_crop_3_shadowed,is_crop_4_shadowed,is_crop_5_shadowed,is_crop_6_shadowed,is_crop_7_shadowed,is_crop_8_shadowed,is_crop_9_shadowed,is_crop_10_shadowed,is_crop_11_shadowed,is_crop_12_shadowed,is_crop_13_shadowed,is_crop_14_shadowed,is_crop_15_shadowed,is_crop_16_shadowed,is_crop_17_shadowed,is_crop_18_shadowed,is_crop_19_shadowed,is_crop_20_shadowed,is_crop_21_shadowed,is_crop_22_shadowed,is_crop_23_shadowed,is_crop_24_shadowed,is_crop_25_shadowed,is_crop_26_shadowed,is_crop_27_shadowed,is_crop_28_shadowed,is_crop_29_shadowed,is_crop_30_shadowed,is_crop_31_shadowed,is_crop_32_shadowed
2024-10-26 12:00:00,0.5732120326108406,3.568500394224265,847.4466404095998,73.41408226989597,533.012762572851,0.6328001078106736,0.6326546516297298,0.6476427349762861,0.6328001077100023,0.6326546520044307,0.6476427349762861,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-10-26 12:15:00,0.5511784702709736,3.639309990834289,838.4887931818508,71.93921010112768,511.04869793703585,0.64581800223067,0.6458207936938459,0.6458160871517544,0.6458179992755522,0.6458207937472922,0.6458160871517321,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-10-26 12:30:00,0.5261350322124198,3.7077081153471974,827.4747405080414,70.20562075838984,485.7591757298045,0.6436144020756205,0.6436144020756205,0.6436144020756205,0.6436144020756205,0.6436144020756205,0.6436144020756205,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-10-26 12:45:00,0.4983039213669787,3.7736045096224156,814.0697341888581,68.20223959971673,457.27579828365106,0.6409971759256285,0.6409971759256285,0.6409971759256285,0.6409971759256285,0.6409971759256285,0.6409971759256285,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-10-26 13:00:00,0.4679093719904981,3.836975886720457,797.8310331669109,65.91322409334902,425.7520612284173,0.6379215736686538,0.6379215736686538,0.6379215736686538,0.6379215736686538,0.6379215736686538,0.6379215736686538,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-10-26 13:15:00,0.43517245358744155,3.8978553805439815,778.1691827826733,63.31587959616661,391.3661625737136,0.6343625999041249,0.6343572280498736,0.6343238262380622,0.6343238262380622,0.634323826238058,0.6343238262380622,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-10-26 13:30:00,0.40030731936246544,3.9563215323043135,754.2908979213947,60.377533278300575,354.32573998021905,0.3664559930208799,0.630143739918133,0.630143739918133,0.630143739918133,0.630143739918133,0.630143739918133,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-10-26 13:45:00,0.3635188583014083,4.012487854374032,725.1135760617703,57.05074903628838,314.87599974747695,0.5510715952280949,0.6252914322801507,0.6252914322801507,0.6252914322801507,0.6252914322801507,0.6252914322801507,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-10-26 14:00:00,0.32500174520688047,4.0664935576167585,689.135846038611,53.265860174501455,273.31413018824617,0.619639622668283,0.6196479721694972,0.6196479721694972,0.6196479721694972,0.6196479721694972,0.6196479721694972,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-10-26 14:15:00,0.284940973900042,4.118495781713298,644.2411073415504,48.919143976604914,230.01583832884208,0.6130709620550515,0.6130656569449973,0.6130656569450847,0.6130656569449973,0.6130656569449973,0.6130656569449973,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-10-26 14:30:00,0.2435143465863321,4.168663424132822,587.4071237065225,43.85415432650271,185.48668774328402,0.46564107927846604,0.6053940514888093,0.6053940514888093,0.6053940514888093,0.6053940514888093,0.605394051488814,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-10-26 14:45:00,0.20089852661381224,4.217172449311398,514.326066266597,37.83402123353977,140.46771903393253,0.5963575006933712,0.5963575006933712,0.5963575006933712,0.5963575006933712,0.5963575006933712,0.5963575006933712,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-10-26 15:00:00,0.1572835269118226,4.2642025443158,419.16474017944967,30.511964520078067,96.16818810377771,0.5856582216384278,0.5856582216384278,0.5856582216384278,0.5856582216384278,0.5856582216384278,0.5856582216384278,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-10-26 15:15:00,0.11291240505251457,4.309934949840725,295.8889542157231,21.472426493727703,54.8110143164203,0.5727327248094876,0.5727327248094876,0.5727327248094876,0.5727327248094876,0.5727327248094876,0.5727327248094876,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-10-26 15:30:00,0.06821567895551936,4.354551240057187,148.10589997190104,10.78427877229156,20.87958949258128,0.5568520383635077,0.5568520383635077,0.5568520383635077,0.5568520383635077,0.5568520383635077,0.5568520383635077,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-10-26 15:45:00,0.02438989920529969,4.398232904792813,26.079405755738406,1.7040509762379914,2.340061992564424,0.5360153539744994,0.5360153539744994,0.5360153539744994,0.5360153539744994,0.5360153539744994,0.5360153539744994,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
